fault_num,repeat_num,LOSS
fault1,repeat62,0.07789223907584586
fault1,repeat63,0.08778852089555866
fault1,repeat64,0.08257995151676245
fault1,repeat65,0.08153823764100321
fault1,repeat66,0.07737138213796635
fault1,repeat67,0.08257995151676245
fault1,repeat68,0.0763296682622071
fault1,repeat69,0.08778852089555889
fault1,repeat70,0.08101738070312381
fault1,repeat71,0.08518423620616056
fault1,repeat72,0.07997566682736434
fault1,repeat73,0.07893395295160532
fault1,repeat74,0.0831008084546423
fault1,repeat75,0.08310080845464207
fault1,repeat76,0.0763296682622071
fault1,repeat77,0.08414252233040131
fault1,repeat78,0.08622595008192002
fault1,repeat79,0.08778852089555889
fault1,repeat80,0.07997566682736434
fault1,repeat81,0.0888302347713179
fault1,repeat82,0.0836216653925217
fault1,repeat83,0.0831008084546423
fault1,repeat84,0.08153823764100321
fault1,repeat85,0.08466337926828116
fault1,repeat86,0.07685052520008673
fault1,repeat87,0.08987194864707737
fault1,repeat88,0.08257995151676245
fault1,repeat89,0.08205909457888305
fault1,repeat90,0.0789339529516051
fault1,repeat91,0.07945480988948472
fault1,repeat92,0.08518423620616078
fault1,repeat93,0.07945480988948472
fault1,repeat94,0.07841309601372548
fault1,repeat95,0.08205909457888305
fault1,repeat96,0.08987194864707715
fault1,repeat97,0.0789339529516051
fault1,repeat98,0.08935109170919753
fault1,repeat99,0.07789223907584586
fault1,repeat100,0.08726766395767904
fault1,repeat101,0.08101738070312381
fault1,repeat102,0.07893395295160532
fault1,repeat103,0.0862259500819198
fault1,repeat104,0.07997566682736457
fault1,repeat105,0.08414252233040154
fault1,repeat106,0.07997566682736434
fault1,repeat107,0.08257995151676245
fault1,repeat108,0.0763296682622071
fault1,repeat109,0.08466337926828094
fault1,repeat110,0.07997566682736457
fault1,repeat111,0.08153823764100343
fault1,repeat112,0.08518423620616056
fault1,repeat113,0.08101738070312381
fault1,repeat114,0.08153823764100343
fault1,repeat115,0.08414252233040154
fault1,repeat116,0.07789223907584608
fault1,repeat117,0.08257995151676245
fault1,repeat118,0.08570509314404018
fault1,repeat119,0.08414252233040131
fault1,repeat120,0.08257995151676245
fault1,repeat121,0.07737138213796635
fault1,repeat122,0.07580881132432749
fault1,repeat123,0.08153823764100343
fault1,repeat124,0.08153823764100321
fault1,repeat125,0.08257995151676245
fault1,repeat126,0.07528795438644775
fault1,repeat127,0.0789339529516051
fault1,repeat128,0.08049652376524397
fault1,repeat129,0.08205909457888283
fault1,repeat130,0.07476709744856824
fault1,repeat131,0.08570509314404018
fault1,repeat132,0.08153823764100321
fault1,repeat133,0.07685052520008662
fault1,repeat134,0.08518423620616078
fault1,repeat135,0.08518423620616056
fault1,repeat136,0.08257995151676245
fault1,repeat137,0.07997566682736457
fault1,repeat138,0.07997566682736434
fault1,repeat139,0.0857050931440404
fault1,repeat140,0.08414252233040131
fault1,repeat141,0.07789223907584586
fault1,repeat142,0.07893395295160532
fault1,repeat143,0.07945480988948472
fault1,repeat144,0.0836216653925217
fault1,repeat145,0.08414252233040131
fault1,repeat146,0.07945480988948472
fault1,repeat147,0.08257995151676267
fault1,repeat148,0.08257995151676245
fault1,repeat149,0.08622595008192002
fault1,repeat150,0.08101738070312381
fault1,repeat151,0.08205909457888283
fault1,repeat152,0.08414252233040154
fault1,repeat153,0.08049652376524419
fault1,repeat154,0.09143451946071601
fault1,repeat155,0.08049652376524419
fault1,repeat156,0.0831008084546423
fault1,repeat157,0.07737138213796624
fault1,repeat158,0.0836216653925217
fault1,repeat159,0.07997566682736457
fault1,repeat160,0.07737138213796624
fault1,repeat161,0.08257995151676245
fault1,repeat162,0.08257995151676245
fault1,repeat163,0.08518423620616056
fault1,repeat164,0.08362166539252192
fault1,repeat165,0.08622595008192002
fault1,repeat166,0.08466337926828116
fault1,repeat167,0.08466337926828116
fault1,repeat168,0.08153823764100321
fault1,repeat169,0.07945480988948472
fault1,repeat170,0.08414252233040154
fault1,repeat171,0.08049652376524419
fault1,repeat172,0.08518423620616078
fault1,repeat173,0.08153823764100321
fault1,repeat174,0.07528795438644775
fault1,repeat175,0.08049652376524419
fault1,repeat176,0.0763296682622071
fault1,repeat177,0.08518423620616056
fault1,repeat178,0.08153823764100343
fault1,repeat179,0.0862259500819198
fault1,repeat180,0.0789339529516051
fault1,repeat181,0.07580881132432749
fault1,repeat182,0.08987194864707737
fault1,repeat183,0.08414252233040154
fault1,repeat184,0.07737138213796635
fault1,repeat185,0.08257995151676245
fault1,repeat186,0.07216281275917003
fault1,repeat187,0.0763296682622071
fault1,repeat188,0.08310080845464207
fault1,repeat189,0.08205909457888283
fault1,repeat190,0.08049652376524419
fault1,repeat191,0.08414252233040131
fault1,repeat192,0.08101738070312359
fault1,repeat193,0.08153823764100321
fault1,repeat194,0.0862259500819198
fault1,repeat195,0.08778852089555866
fault1,repeat196,0.07893395295160532
fault1,repeat197,0.08101738070312359
fault1,repeat198,0.08830937783343829
fault1,repeat199,0.08101738070312381
fault1,repeat200,0.08414252233040131
fault1,repeat201,0.08466337926828116
fault1,repeat202,0.07945480988948495
fault1,repeat203,0.07685052520008673
fault1,repeat204,0.07841309601372548
fault1,repeat205,0.08310080845464207
fault1,repeat206,0.0836216653925217
fault1,repeat207,0.08466337926828116
fault1,repeat208,0.08830937783343829
fault1,repeat209,0.07685052520008662
fault1,repeat210,0.08778852089555866
fault1,repeat211,0.07945480988948472
fault1,repeat212,0.08883023477131813
fault1,repeat213,0.07841309601372548
fault1,repeat214,0.07997566682736457
fault1,repeat215,0.08205909457888283
fault1,repeat216,0.08310080845464207
fault1,repeat217,0.07997566682736434
fault1,repeat218,0.07737138213796624
fault1,repeat219,0.08414252233040131
fault1,repeat220,0.08153823764100343
fault1,repeat221,0.09195537639859563
fault1,repeat222,0.08778852089555889
fault1,repeat223,0.07997566682736434
fault1,repeat224,0.07945480988948472
fault1,repeat225,0.08674680701979942
fault1,repeat226,0.08153823764100321
fault1,repeat227,0.08049652376524397
fault1,repeat228,0.08830937783343851
fault1,repeat229,0.07789223907584586
fault1,repeat230,0.07737138213796635
fault1,repeat231,0.08310080845464207
fault1,repeat232,0.08257995151676245
fault1,repeat233,0.0831008084546423
fault1,repeat234,0.09039280558495677
fault1,repeat235,0.08101738070312359
fault1,repeat236,0.07997566682736434
fault1,repeat237,0.07268366969704965
fault1,repeat238,0.07737138213796635
fault1,repeat239,0.08205909457888283
fault1,repeat240,0.07789223907584608
fault1,repeat241,0.08414252233040131
fault1,repeat242,0.07685052520008662
fault1,repeat243,0.07789223907584608
fault1,repeat244,0.08414252233040154
fault1,repeat245,0.08153823764100343
fault1,repeat246,0.08622595008192002
fault1,repeat247,0.08205909457888305
fault1,repeat248,0.08257995151676245
fault1,repeat249,0.08101738070312359
fault1,repeat250,0.0857050931440404
fault1,repeat251,0.07685052520008662
fault1,repeat252,0.08049652376524419
fault1,repeat253,0.08205909457888283
fault1,repeat254,0.07841309601372548
fault1,repeat255,0.0831008084546423
fault1,repeat256,0.08622595008192002
fault1,repeat257,0.07997566682736457
fault1,repeat258,0.07997566682736457
fault1,repeat259,0.08726766395767904
fault1,repeat260,0.07685052520008662
fault1,repeat261,0.0789339529516051
fault1,repeat262,0.08205909457888283
fault1,repeat263,0.09143451946071601
fault1,repeat264,0.07737138213796635
fault1,repeat265,0.08101738070312381
fault1,repeat266,0.07685052520008662
fault1,repeat267,0.08257995151676245
fault1,repeat268,0.07945480988948472
fault1,repeat269,0.08362166539252192
fault1,repeat270,0.08310080845464207
fault1,repeat271,0.0862259500819198
fault1,repeat272,0.08726766395767904
fault1,repeat273,0.08101738070312381
fault1,repeat274,0.07997566682736457
fault1,repeat275,0.08466337926828094
fault1,repeat276,0.08466337926828094
fault1,repeat277,0.08987194864707737
fault1,repeat278,0.08101738070312359
fault1,repeat279,0.08310080845464207
fault1,repeat280,0.08205909457888305
fault1,repeat281,0.073725383572809
fault1,repeat282,0.08518423620616078
fault1,repeat283,0.07945480988948472
fault1,repeat284,0.07997566682736457
fault1,repeat285,0.08049652376524397
fault1,repeat286,0.07997566682736457
fault1,repeat287,0.08205909457888305
fault1,repeat288,0.08466337926828094
fault1,repeat289,0.08466337926828116
fault1,repeat290,0.09091366252283661
fault1,repeat291,0.08205909457888305
fault1,repeat292,0.07841309601372548
fault1,repeat293,0.07997566682736434
fault1,repeat294,0.08674680701979942
fault1,repeat295,0.08205909457888305
fault1,repeat296,0.07841309601372548
fault1,repeat297,0.0831008084546423
fault1,repeat298,0.08466337926828116
fault1,repeat299,0.07841309601372548
fault1,repeat300,0.07685052520008673
fault1,repeat301,0.08049652376524397
fault1,repeat302,0.08153823764100321
fault1,repeat303,0.08518423620616078
fault1,repeat304,0.08726766395767926
fault1,repeat305,0.0831008084546423
fault1,repeat306,0.0857050931440404
fault1,repeat307,0.076329668262207
fault1,repeat308,0.09039280558495699
fault1,repeat309,0.07893395295160532
fault1,repeat310,0.08414252233040154
fault1,repeat311,0.07789223907584586
fault1,repeat312,0.07737138213796624
fault1,repeat313,0.0789339529516051
fault1,repeat314,0.08205909457888283
fault1,repeat315,0.08101738070312381
fault1,repeat316,0.07841309601372548
fault1,repeat317,0.08205909457888305
fault1,repeat318,0.08466337926828094
fault1,repeat319,0.0862259500819198
fault1,repeat320,0.073725383572809
fault1,repeat321,0.08987194864707715
fault1,repeat322,0.07997566682736457
fault1,repeat323,0.07580881132432749
fault1,repeat324,0.07997566682736457
fault1,repeat325,0.07737138213796624
fault1,repeat326,0.0763296682622071
fault1,repeat327,0.08310080845464207
fault1,repeat328,0.08101738070312381
fault1,repeat329,0.07997566682736434
fault1,repeat330,0.07841309601372548
fault1,repeat331,0.08414252233040131
fault1,repeat332,0.08101738070312359
fault1,repeat333,0.08205909457888283
fault1,repeat334,0.08153823764100343
fault1,repeat335,0.076329668262207
fault1,repeat336,0.08049652376524419
fault1,repeat337,0.0784130960137257
fault1,repeat338,0.08049652376524397
fault1,repeat339,0.09143451946071601
fault1,repeat340,0.08257995151676267
fault1,repeat341,0.09247623333647526
fault1,repeat342,0.08153823764100321
fault1,repeat343,0.0784130960137257
fault1,repeat344,0.08205909457888305
fault1,repeat345,0.07893395295160532
fault1,repeat346,0.08049652376524397
fault1,repeat347,0.07997566682736457
fault1,repeat348,0.08778852089555889
fault1,repeat349,0.08257995151676267
fault1,repeat350,0.0836216653925217
fault1,repeat351,0.08362166539252192
fault1,repeat352,0.07685052520008662
fault1,repeat353,0.08153823764100343
fault1,repeat354,0.07685052520008673
fault1,repeat355,0.07216281275917003
fault1,repeat356,0.08205909457888305
fault1,repeat357,0.07580881132432749
fault1,repeat358,0.08310080845464207
fault1,repeat359,0.0857050931440404
fault1,repeat360,0.08205909457888283
fault1,repeat361,0.08153823764100321
fault1,repeat362,0.07945480988948472
fault1,repeat363,0.07789223907584586
fault1,repeat364,0.07841309601372548
fault1,repeat365,0.07528795438644775
fault1,repeat366,0.07685052520008673
fault1,repeat367,0.07580881132432737
fault1,repeat368,0.08310080845464207
fault1,repeat369,0.08205909457888305
fault1,repeat370,0.07997566682736434
fault1,repeat371,0.08205909457888305
fault1,repeat372,0.07737138213796624
fault1,repeat373,0.08414252233040154
fault1,repeat374,0.08153823764100343
fault1,repeat375,0.08362166539252192
fault1,repeat376,0.0831008084546423
fault1,repeat377,0.0836216653925217
fault1,repeat378,0.07997566682736434
fault1,repeat379,0.07580881132432749
fault1,repeat380,0.08414252233040154
fault1,repeat381,0.08101738070312359
fault1,repeat382,0.07997566682736434
fault1,repeat383,0.0789339529516051
fault1,repeat384,0.07945480988948472
fault1,repeat385,0.08101738070312381
fault1,repeat386,0.0857050931440404
fault1,repeat387,0.07737138213796624
fault1,repeat388,0.07997566682736457
fault1,repeat389,0.07893395295160532
fault1,repeat390,0.08153823764100321
fault1,repeat391,0.07893395295160532
fault1,repeat392,0.07580881132432749
fault1,repeat393,0.07893395295160532
fault1,repeat394,0.07528795438644775
fault1,repeat395,0.08205909457888283
fault1,repeat396,0.08101738070312359
fault1,repeat397,0.08049652376524419
fault1,repeat398,0.0862259500819198
fault1,repeat399,0.08778852089555866
fault1,repeat400,0.07789223907584586
fault1,repeat401,0.08049652376524397
fault1,repeat402,0.08153823764100343
fault1,repeat403,0.07685052520008662
fault1,repeat404,0.08466337926828094
fault1,repeat405,0.08778852089555889
fault1,repeat406,0.0857050931440404
fault1,repeat407,0.08518423620616078
fault1,repeat408,0.08257995151676245
fault1,repeat409,0.08518423620616056
fault1,repeat410,0.08362166539252192
fault1,repeat411,0.08153823764100343
fault1,repeat412,0.08257995151676267
fault1,repeat413,0.08310080845464207
fault1,repeat414,0.08570509314404018
fault1,repeat415,0.07685052520008673
fault1,repeat416,0.08414252233040131
fault1,repeat417,0.07945480988948495
fault1,repeat418,0.07945480988948472
fault1,repeat419,0.08414252233040154
fault1,repeat420,0.07476709744856824
fault1,repeat421,0.08518423620616056
fault1,repeat422,0.07997566682736434
fault1,repeat423,0.07320452663492938
fault1,repeat424,0.07737138213796635
fault1,repeat425,0.08205909457888305
fault1,repeat426,0.08049652376524397
fault1,repeat427,0.07893395295160532
fault1,repeat428,0.08257995151676245
fault1,repeat429,0.08466337926828116
fault1,repeat430,0.08049652376524397
fault1,repeat431,0.0862259500819198
fault1,repeat432,0.08049652376524419
fault1,repeat433,0.08883023477131813
fault1,repeat434,0.08414252233040154
fault1,repeat435,0.08153823764100321
fault1,repeat436,0.0857050931440404
fault1,repeat437,0.07893395295160532
fault1,repeat438,0.08414252233040131
fault1,repeat439,0.08101738070312381
fault1,repeat440,0.07997566682736457
fault1,repeat441,0.07372538357280889
fault1,repeat442,0.0763296682622071
fault1,repeat443,0.08153823764100343
fault1,repeat444,0.0789339529516051
fault1,repeat445,0.07476709744856824
fault1,repeat446,0.08414252233040131
fault1,repeat447,0.07789223907584608
fault1,repeat448,0.08205909457888283
fault1,repeat449,0.07789223907584586
fault1,repeat450,0.07997566682736434
fault1,repeat451,0.08830937783343829
fault1,repeat452,0.07997566682736457
fault1,repeat453,0.07841309601372548
fault1,repeat454,0.08518423620616056
fault1,repeat455,0.0888302347713179
fault1,repeat456,0.07320452663492927
fault1,repeat457,0.08674680701979942
fault1,repeat458,0.07476709744856813
fault1,repeat459,0.08726766395767904
fault1,repeat460,0.08310080845464207
fault1,repeat461,0.07789223907584586
fault1,repeat462,0.07737138213796624
fault1,repeat463,0.08935109170919775
fault1,repeat464,0.08049652376524419
fault1,repeat465,0.07997566682736457
fault1,repeat466,0.0862259500819198
fault1,repeat467,0.08205909457888283
fault1,repeat468,0.08466337926828094
fault1,repeat469,0.08362166539252192
fault1,repeat470,0.08049652376524397
fault1,repeat471,0.07841309601372548
fault1,repeat472,0.08153823764100343
fault1,repeat473,0.08205909457888283
fault1,repeat474,0.07997566682736434
fault1,repeat475,0.0784130960137257
fault1,repeat476,0.0831008084546423
fault1,repeat477,0.07997566682736457
fault1,repeat478,0.07893395295160532
fault1,repeat479,0.08101738070312359
fault1,repeat480,0.0784130960137257
fault1,repeat481,0.07997566682736434
fault1,repeat482,0.08518423620616078
fault1,repeat483,0.07685052520008673
fault1,repeat484,0.0789339529516051
fault1,repeat485,0.07893395295160532
fault1,repeat486,0.08257995151676267
fault1,repeat487,0.08049652376524397
fault1,repeat488,0.08101738070312381
fault1,repeat489,0.08414252233040154
fault1,repeat490,0.07841309601372548
fault1,repeat491,0.07580881132432737
fault1,repeat492,0.0857050931440404
fault1,repeat493,0.08414252233040154
fault1,repeat494,0.07997566682736457
fault1,repeat495,0.07945480988948495
fault1,repeat496,0.08414252233040131
fault1,repeat497,0.07737138213796635
fault1,repeat498,0.07841309601372548
fault1,repeat499,0.08049652376524419
fault1,repeat500,0.0862259500819198
fault1,repeat501,0.08987194864707715
fault1,repeat502,0.08205909457888283
fault1,repeat503,0.07841309601372548
fault1,repeat504,0.07945480988948472
fault1,repeat505,0.08257995151676245
fault1,repeat506,0.08674680701979942
fault1,repeat507,0.07528795438644775
fault1,repeat508,0.08778852089555889
fault1,repeat509,0.0836216653925217
fault1,repeat510,0.08205909457888283
fault1,repeat511,0.08205909457888305
fault1,repeat512,0.07476709744856824
fault1,repeat513,0.08414252233040131
fault1,repeat514,0.076329668262207
fault1,repeat515,0.08049652376524397
fault1,repeat516,0.0763296682622071
fault1,repeat517,0.07997566682736434
fault1,repeat518,0.08205909457888283
fault1,repeat519,0.08101738070312359
fault1,repeat520,0.08570509314404018
fault1,repeat521,0.07893395295160532
fault1,repeat522,0.08674680701979964
fault1,repeat523,0.07997566682736434
fault1,repeat524,0.08153823764100321
fault1,repeat525,0.08987194864707715
fault1,repeat526,0.07945480988948472
fault1,repeat527,0.08257995151676245
fault1,repeat528,0.08153823764100343
fault1,repeat529,0.08257995151676267
fault1,repeat530,0.0862259500819198
fault1,repeat531,0.08257995151676267
fault1,repeat532,0.07841309601372548
fault1,repeat533,0.08257995151676267
fault1,repeat534,0.08935109170919753
fault1,repeat535,0.08518423620616056
fault1,repeat536,0.08101738070312359
fault1,repeat537,0.0831008084546423
fault1,repeat538,0.07789223907584586
fault1,repeat539,0.08466337926828116
fault1,repeat540,0.08101738070312359
fault1,repeat541,0.0789339529516051
fault1,repeat542,0.07893395295160532
fault1,repeat543,0.08414252233040154
fault1,repeat544,0.08049652376524397
fault1,repeat545,0.0831008084546423
fault1,repeat546,0.08205909457888305
fault1,repeat547,0.08935109170919753
fault1,repeat548,0.08674680701979964
fault1,repeat549,0.08153823764100343
fault1,repeat550,0.08310080845464207
fault1,repeat551,0.0836216653925217
fault1,repeat552,0.08466337926828094
fault1,repeat553,0.08778852089555866
fault1,repeat554,0.08935109170919753
fault1,repeat555,0.07997566682736457
fault1,repeat556,0.08518423620616056
fault1,repeat557,0.08153823764100343
fault1,repeat558,0.08466337926828116
fault1,repeat559,0.08205909457888283
fault1,repeat560,0.08205909457888305
fault1,repeat561,0.07685052520008673
fault1,repeat562,0.08257995151676245
fault1,repeat563,0.08205909457888305
fault1,repeat564,0.0831008084546423
fault1,repeat565,0.07997566682736434
fault1,repeat566,0.08153823764100321
fault1,repeat567,0.0831008084546423
fault1,repeat568,0.08674680701979964
fault1,repeat569,0.08257995151676245
fault1,repeat570,0.08101738070312381
fault1,repeat571,0.0857050931440404
fault1,repeat572,0.08518423620616056
fault1,repeat573,0.08935109170919753
fault1,repeat574,0.076329668262207
fault1,repeat575,0.08153823764100343
fault1,repeat576,0.07945480988948472
fault1,repeat577,0.08257995151676267
fault1,repeat578,0.07789223907584608
fault1,repeat579,0.08622595008192002
fault1,repeat580,0.08153823764100343
fault1,repeat581,0.08205909457888283
fault1,repeat582,0.08205909457888305
fault1,repeat583,0.0784130960137257
fault1,repeat584,0.08570509314404018
fault1,repeat585,0.08778852089555866
fault1,repeat586,0.08153823764100321
fault1,repeat587,0.07945480988948495
fault1,repeat588,0.0836216653925217
fault1,repeat589,0.08414252233040154
fault1,repeat590,0.07789223907584586
fault1,repeat591,0.08205909457888283
fault1,repeat592,0.0836216653925217
fault1,repeat593,0.07528795438644786
fault1,repeat594,0.0784130960137257
fault1,repeat595,0.0836216653925217
fault1,repeat596,0.07424624051068862
fault1,repeat597,0.07580881132432737
fault1,repeat598,0.08830937783343829
fault1,repeat599,0.07997566682736434
fault1,repeat600,0.08049652376524419
fault1,repeat601,0.08310080845464207
fault1,repeat602,0.0784130960137257
fault1,repeat603,0.08153823764100343
fault1,repeat604,0.07893395295160532
fault1,repeat605,0.08778852089555866
fault1,repeat606,0.08310080845464207
fault1,repeat607,0.08101738070312381
fault1,repeat608,0.08414252233040131
fault1,repeat609,0.0831008084546423
fault1,repeat610,0.08205909457888305
fault1,repeat611,0.08049652376524419
fault1,repeat612,0.0789339529516051
fault1,repeat613,0.08257995151676245
fault1,repeat614,0.08049652376524397
fault1,repeat615,0.08987194864707737
fault1,repeat616,0.08205909457888283
fault1,repeat617,0.08466337926828094
fault1,repeat618,0.08310080845464207
fault1,repeat619,0.08466337926828094
fault1,repeat620,0.08153823764100343
fault1,repeat621,0.08726766395767926
fault1,repeat622,0.0862259500819198
fault1,repeat623,0.08101738070312359
fault1,repeat624,0.0857050931440404
fault1,repeat625,0.07893395295160532
fault1,repeat626,0.08049652376524419
fault1,repeat627,0.08883023477131813
fault1,repeat628,0.07945480988948495
fault1,repeat629,0.0789339529516051
fault1,repeat630,0.09143451946071601
fault1,repeat631,0.0789339529516051
fault1,repeat632,0.08518423620616056
fault1,repeat633,0.07737138213796624
fault1,repeat634,0.08310080845464207
fault1,repeat635,0.07945480988948495
fault1,repeat636,0.08414252233040131
fault1,repeat637,0.08205909457888283
fault1,repeat638,0.07789223907584608
fault1,repeat639,0.08518423620616078
fault1,repeat640,0.09039280558495699
fault1,repeat641,0.0888302347713179
fault1,repeat642,0.07789223907584608
fault1,repeat643,0.08153823764100343
fault1,repeat644,0.08153823764100321
fault1,repeat645,0.08153823764100343
fault1,repeat646,0.08362166539252192
fault1,repeat647,0.08153823764100321
fault1,repeat648,0.0763296682622071
fault1,repeat649,0.08101738070312359
fault1,repeat650,0.0831008084546423
fault1,repeat651,0.0789339529516051
fault1,repeat652,0.07528795438644775
fault1,repeat653,0.07789223907584586
fault1,repeat654,0.08153823764100321
fault1,repeat655,0.08049652376524419
fault1,repeat656,0.07320452663492927
fault1,repeat657,0.08153823764100343
fault1,repeat658,0.07685052520008662
fault1,repeat659,0.09091366252283639
fault1,repeat660,0.08205909457888283
fault1,repeat661,0.08466337926828094
fault1,repeat662,0.08205909457888283
fault1,repeat663,0.08674680701979964
fault1,repeat664,0.07789223907584586
fault1,repeat665,0.08466337926828116
fault1,repeat666,0.07789223907584586
fault1,repeat667,0.08830937783343829
fault1,repeat668,0.07945480988948495
fault1,repeat669,0.08310080845464207
fault1,repeat670,0.0857050931440404
fault1,repeat671,0.08362166539252192
fault1,repeat672,0.0831008084546423
fault1,repeat673,0.07997566682736434
fault1,repeat674,0.08049652376524397
fault1,repeat675,0.0789339529516051
fault1,repeat676,0.08101738070312381
fault1,repeat677,0.08257995151676245
fault1,repeat678,0.08414252233040154
fault1,repeat679,0.09039280558495699
fault1,repeat680,0.07893395295160532
fault1,repeat681,0.08674680701979964
fault1,repeat682,0.08101738070312381
fault1,repeat683,0.08205909457888283
fault1,repeat684,0.08310080845464207
fault1,repeat685,0.07997566682736457
fault1,repeat686,0.08257995151676267
fault1,repeat687,0.0836216653925217
fault1,repeat688,0.08257995151676267
fault1,repeat689,0.07997566682736457
fault1,repeat690,0.0831008084546423
fault1,repeat691,0.08310080845464207
fault1,repeat692,0.07789223907584586
fault1,repeat693,0.09455966108799396
fault1,repeat694,0.07945480988948495
fault1,repeat695,0.08049652376524397
fault1,repeat696,0.08622595008192002
fault1,repeat697,0.08622595008192002
fault1,repeat698,0.07685052520008662
fault1,repeat699,0.08101738070312381
fault1,repeat700,0.08153823764100321
fault1,repeat701,0.08049652376524397
fault1,repeat702,0.07997566682736457
fault1,repeat703,0.07424624051068862
fault1,repeat704,0.0836216653925217
fault1,repeat705,0.08466337926828094
fault1,repeat706,0.08414252233040154
fault1,repeat707,0.08310080845464207
fault1,repeat708,0.08414252233040154
fault1,repeat709,0.073725383572809
fault1,repeat710,0.07789223907584608
fault1,repeat711,0.07789223907584586
fault1,repeat712,0.08205909457888283
fault1,repeat713,0.08257995151676267
fault1,repeat714,0.0784130960137257
fault1,repeat715,0.08205909457888283
fault1,repeat716,0.08153823764100321
fault1,repeat717,0.07945480988948472
fault1,repeat718,0.08205909457888305
fault1,repeat719,0.07737138213796624
fault1,repeat720,0.08049652376524419
fault1,repeat721,0.08205909457888283
fault1,repeat722,0.08153823764100321
fault1,repeat723,0.07476709744856824
fault1,repeat724,0.08674680701979964
fault1,repeat725,0.08674680701979964
fault1,repeat726,0.0831008084546423
fault1,repeat727,0.07580881132432737
fault1,repeat728,0.08414252233040131
fault1,repeat729,0.08101738070312381
fault1,repeat730,0.08101738070312381
fault1,repeat731,0.08257995151676267
fault1,repeat732,0.07737138213796635
fault1,repeat733,0.07893395295160532
fault1,repeat734,0.0831008084546423
fault1,repeat735,0.08726766395767926
fault1,repeat736,0.08414252233040154
fault1,repeat737,0.08518423620616078
fault1,repeat738,0.09039280558495677
fault1,repeat739,0.08049652376524419
fault1,repeat740,0.07737138213796624
fault1,repeat741,0.08726766395767904
fault1,repeat742,0.07997566682736434
fault1,repeat743,0.08049652376524397
fault1,repeat744,0.0784130960137257
fault1,repeat745,0.08257995151676245
fault1,repeat746,0.08570509314404018
fault1,repeat747,0.07997566682736457
fault1,repeat748,0.08101738070312359
fault1,repeat749,0.07945480988948472
fault1,repeat750,0.07945480988948495
fault1,repeat751,0.07893395295160532
fault1,repeat752,0.08049652376524397
fault1,repeat753,0.08674680701979942
fault1,repeat754,0.0857050931440404
fault1,repeat755,0.07789223907584586
fault1,repeat756,0.07737138213796635
fault1,repeat757,0.0716419558212904
fault1,repeat758,0.08674680701979942
fault1,repeat759,0.09039280558495677
fault1,repeat760,0.0789339529516051
fault1,repeat761,0.0789339529516051
fault1,repeat762,0.08101738070312381
fault1,repeat763,0.0831008084546423
fault1,repeat764,0.08518423620616078
fault1,repeat765,0.08466337926828094
fault1,repeat766,0.08101738070312381
fault1,repeat767,0.08205909457888305
fault1,repeat768,0.08466337926828094
fault1,repeat769,0.08153823764100343
fault1,repeat770,0.08153823764100343
fault1,repeat771,0.08257995151676245
fault1,repeat772,0.07685052520008662
fault1,repeat773,0.08466337926828116
fault1,repeat774,0.08257995151676245
fault1,repeat775,0.09247623333647548
